code,name,country,region,lat,lng
GCM,Grand Cayman Island,Cayman Islands,,19.322170,-81.240869
STN,London-Stansted,United Kingdom,,51.886018,0.238866
MCI,Kansas City-Intl,United States,Missouri,39.300643,-94.712594
ANF,Antofagasta,Chile,Antofagasta,-23.650928,-70.397502
PUY,Pula,Croatia,Istarska županija,44.866623,13.849579
LRM,La Romana,Dominican Republic,,18.433865,-68.965882
CUR,Curacao,Curaçao,,12.169570,-68.990020
CGN,Cologne/Bonn,Germany,,50.870717,7.140734
JIB,Djibouti,Djibouti,Jībūtī / Djibouti,11.572077,43.145648
NCU,Nukus,Uzbekistan,,42.461891,59.616631
MEX,Mexico City,Mexico,México,19.432608,-99.133208
ARH,Arkhangel'sk,Russian Federation,,64.547251,40.560155
HRK,Kharkov,Ukraine,,49.9935,36.230383
KOI,"Kirkwall, Orkney Is.",United Kingdom,,58.984674,-2.962249
AVL,Asheville/Hendersonv.,United States,,,
CRD,Comodoro Rivadavia,Argentina,Chubut,-45.865615,-67.482243
MVB,Franceville,Gabon,,-1.619644,13.601546
NPE,Napier-Hastings,New Zealand,,-39.492844,176.912018
TPA,Tampa,United States,Florida,27.950575,-82.457178
PBM,Paramaribo,Suriname,,5.852036,-55.203828
ROC,Rochester,United States,New York,43.161030,-77.610922
TSV,Townsville,Australia,Queensland,-19.258964,146.816948
HAH,Moroni-Hahaya,Comoros,,-11.565232,43.272699
OKS,Oshkosh,United States,Nebraska,44.024706,-88.542614
CDG,Paris-CDG,France,Paris,49.009691,2.547925
HHN,Hahn,Germany,Rheinland-Pfalz,49.963291,7.2707
FJR,Al-Fujairah,United Arab Emirates,,25.411076,56.248228
HER,Heraklion,Greece,,35.338735,25.144213
CRK,Luzon Island,Philippines,,16.566232,121.262637
AAL,Aalborg,Denmark,,57.048820,9.921747
UAK,Narsarsuaq,Greenland,,61.156703,-45.425430
KHN,Nanchang,China,,28.682892,115.858197
CHI,Chicago-Metro,United States,Illinois,41.9498,-87.658795
GEN,Oslo-Gardermoen,Norway,,60.197550,11.100415
ZIG,Ziguinchor,Senegal,,12.564148,-16.263983
BFI,Seattle-Boeing Field,United States,Washington,47.528166,-122.301826
SDF,Louisville,United States,Kentucky,38.252665,-85.758456
LGK,Langkawi,Malaysia,Kedah,6.35,99.80
